Property,ID,date,pagePath,pageTitle,activeUsers,sessions
hutchdatasci,331303847,2022-10-18,/,Fred Hutch Data Science Laboratory -,1,1
hutchdatasci,331303847,2022-10-18,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,3
hutchdatasci,331303847,2022-10-18,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2022-10-18,/news/,Fred Hutch DaSL News -,1,1
hutchdatasci,331303847,2022-10-18,/news/EffectiveComputing/,Effective Computing Drop In -,1,1
hutchdatasci,331303847,2022-10-18,/news/firstYear/,Year 1 of the DaSL -,1,2
hutchdatasci,331303847,2022-10-19,/live/,Fred Hutch DaSL Live Events -,1,1
hutchdatasci,331303847,2022-10-19,/news/TDSAnnualRetreat/,TDS IRC Annual Retreat Save the Date -,1,1
hutchdatasci,331303847,2022-10-20,/news/tags/,Posts by Tag -,1,1
hutchdatasci,331303847,2022-10-21,/ourteam/,Who We Are -,1,2
hutchdatasci,331303847,2022-10-22,/live/,Fred Hutch DaSL Live Events -,1,2
hutchdatasci,331303847,2022-10-23,/,(not set),1,1
hutchdatasci,331303847,2022-10-25,/,(not set),1,2
hutchdatasci,331303847,2022-10-25,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2022-10-25,/ourteam/,Who We Are -,1,3
hutchdatasci,331303847,2022-10-25,/support/,Support Resources for Data Science -,1,1
hutchdatasci,331303847,2022-10-26,/FH_Cromwell,Page Not Found -,1,1
hutchdatasci,331303847,2022-10-26,/FH_Cromwell/,Page Not Found -,1,1
hutchdatasci,331303847,2022-10-26,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2022-10-26,/live/,Fred Hutch DaSL Live Events -,1,1
hutchdatasci,331303847,2022-10-26,/news/FHDaSLRoadShow/,The FH DaSL RoadShow -,1,1
hutchdatasci,331303847,2022-10-26,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2022-10-27,/news/DataHouseCalls/,FH DaSL Data House Calls -,1,1
hutchdatasci,331303847,2022-10-28,/live/,Fred Hutch DaSL Live Events -,1,1
hutchdatasci,331303847,2022-10-28,/news/,Fred Hutch DaSL News -,1,1
hutchdatasci,331303847,2022-10-28,/ourteam/,Who We Are -,1,2
hutchdatasci,331303847,2022-10-29,/,(not set),1,1
hutchdatasci,331303847,2022-10-30,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,2
hutchdatasci,331303847,2022-10-30,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2022-10-30,/live/,Fred Hutch DaSL Live Events -,1,1
hutchdatasci,331303847,2022-10-30,/news/FHDaSLRoadShow/,The FH DaSL RoadShow -,1,1
hutchdatasci,331303847,2022-10-30,/news/firstYear/,Year 1 of the DaSL -,1,1
hutchdatasci,331303847,2022-10-30,/ourteam/,Who We Are -,1,2
hutchdatasci,331303847,2022-10-30,/support/,Support Resources for Data Science -,1,1
hutchdatasci,331303847,2022-10-30,/training/,Training Resources for Data Science -,1,2
hutchdatasci,331303847,2022-10-31,/news/DataHouseCalls/,FH DaSL Data House Calls -,1,1
hutchdatasci,331303847,2022-10-31,/news/FHDaSLRoadShow/,The FH DaSL RoadShow -,1,1
hutchdatasci,331303847,2022-11-01,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2022-11-01,/news/,Fred Hutch DaSL News -,1,1
hutchdatasci,331303847,2022-11-01,/news/DataHouseCalls/,FH DaSL Data House Calls -,1,1
hutchdatasci,331303847,2022-11-02,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2022-11-02,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2022-11-02,/live/,Fred Hutch DaSL Live Events -,1,1
hutchdatasci,331303847,2022-11-02,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2022-11-03,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2022-11-03,/live/,Fred Hutch DaSL Live Events -,1,1
hutchdatasci,331303847,2022-11-03,/support/,Support Resources for Data Science -,1,1
hutchdatasci,331303847,2022-11-03,/training/,Training Resources for Data Science -,1,2
hutchdatasci,331303847,2022-11-05,/,(not set),1,2
hutchdatasci,331303847,2022-11-07,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2022-11-07,/news/,Fred Hutch DaSL News -,1,1
hutchdatasci,331303847,2022-11-07,/news/NIH-Data-Sharing-Policy-Draft/,Supporting the NIH Data Sharing Policy at Fred Hutch -,1,2
hutchdatasci,331303847,2022-11-08,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,2
hutchdatasci,331303847,2022-11-08,/live/,Fred Hutch DaSL Live Events -,1,1
hutchdatasci,331303847,2022-11-08,/support/,Support Resources for Data Science -,1,1
hutchdatasci,331303847,2022-11-09,//ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-11-09,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,2
hutchdatasci,331303847,2022-11-09,/support/,Support Resources for Data Science -,1,1
hutchdatasci,331303847,2022-11-10,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2022-11-10,/news/EffectiveComputing/,Effective Computing Drop In -,1,1
hutchdatasci,331303847,2022-11-10,/news/NIH-Data-Sharing-Policy-Draft/%3E,Page Not Found -,1,1
hutchdatasci,331303847,2022-11-10,/support/,Support Resources for Data Science -,1,1
hutchdatasci,331303847,2022-11-11,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-11-12,/live/,Fred Hutch DaSL Live Events -,1,1
hutchdatasci,331303847,2022-11-12,/news/,Fred Hutch DaSL News -,1,1
hutchdatasci,331303847,2022-11-12,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-11-14,/live/,Fred Hutch DaSL Live Events -,1,1
hutchdatasci,331303847,2022-11-14,/news/Data-Needs-Study-Launch/,Launching the Fred Hutch Data Needs Study -,1,1
hutchdatasci,331303847,2022-11-15,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2022-11-15,/news/tags/,Posts by Tag -,1,1
hutchdatasci,331303847,2022-11-15,/training/,డేటా సైన్స్ కోసం శిక్షణ వనరులు -,1,1
hutchdatasci,331303847,2022-11-16,/live/,Fred Hutch DaSL Live Events -,1,1
hutchdatasci,331303847,2022-11-16,/news/tags/,Posts by Tag -,1,1
hutchdatasci,331303847,2022-11-17,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2022-11-17,/live/,Fred Hutch DaSL Live Events -,1,1
hutchdatasci,331303847,2022-11-17,/news/,Fred Hutch DaSL News -,1,2
hutchdatasci,331303847,2022-11-17,/news/SingleCellUserGroupKickoff/,Single Cell User Group Kickoff -,1,1
hutchdatasci,331303847,2022-11-17,/news/tags/,Posts by Tag -,1,2
hutchdatasci,331303847,2022-11-17,/support/,Support Resources for Data Science -,1,1
hutchdatasci,331303847,2022-11-18,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2022-11-18,/news/NIH-Data-Sharing-Policy-Draft/,Supporting the NIH Data Sharing Policy at Fred Hutch -,1,1
hutchdatasci,331303847,2022-11-18,/support/,Support Resources for Data Science -,1,1
hutchdatasci,331303847,2022-11-19,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,2
hutchdatasci,331303847,2022-11-19,/live/,Fred Hutch DaSL Live Events -,1,2
hutchdatasci,331303847,2022-11-19,/news/tags/,Posts by Tag -,1,2
hutchdatasci,331303847,2022-11-19,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2022-11-20,/,(not set),1,1
hutchdatasci,331303847,2022-11-21,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2022-11-22,/news/,Fred Hutch DaSL News -,1,1
hutchdatasci,331303847,2022-11-22,/news/NIH-Data-Sharing-Policy-Draft/,Supporting the NIH Data Sharing Policy at Fred Hutch -,1,2
hutchdatasci,331303847,2022-11-23,/news/,Fred Hutch DaSL News -,1,1
hutchdatasci,331303847,2022-11-23,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2022-11-24,/,(not set),1,2
hutchdatasci,331303847,2022-11-24,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-11-24,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2022-11-25,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2022-11-25,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2022-11-26,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-11-27,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-11-28,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2022-11-28,/news/,Fred Hutch DaSL News -,1,1
hutchdatasci,331303847,2022-11-28,/news/NIH-Data-Sharing-Policy-Draft/,Supporting the NIH Data Sharing Policy at Fred Hutch -,1,2
hutchdatasci,331303847,2022-11-30,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2022-11-30,/news/Data-Needs-Study-Launch/,Launching the Fred Hutch Data Needs Study -,1,1
hutchdatasci,331303847,2022-11-30,/news/DataHouseCalls/,FH DaSL Data House Calls -,1,1
hutchdatasci,331303847,2022-11-30,/news/EffectiveComputing/,Effective Computing Drop In -,1,1
hutchdatasci,331303847,2022-11-30,/news/FHDaSLRoadShow/,The FH DaSL RoadShow -,1,1
hutchdatasci,331303847,2022-11-30,/news/SingleCellUserGroup/,Single Cell User Group -,1,1
hutchdatasci,331303847,2022-11-30,/news/SingleCellUserGroupKickoff/,Single Cell User Group Kickoff -,1,1
hutchdatasci,331303847,2022-11-30,/news/TDSAnnualRetreat-full/,TDS IRC Annual Retreat Full Schedule -,1,1
hutchdatasci,331303847,2022-11-30,/news/TDSAnnualRetreat/,TDS IRC Annual Retreat Save the Date -,1,1
hutchdatasci,331303847,2022-11-30,/news/firstYear/,Year 1 of the DaSL -,1,2
hutchdatasci,331303847,2022-11-30,/support/,Support Resources for Data Science -,1,1
hutchdatasci,331303847,2022-12-02,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2022-12-02,/news/tags/,Posts by Tag -,1,1
hutchdatasci,331303847,2022-12-03,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-12-04,/,(not set),1,1
hutchdatasci,331303847,2022-12-05,/live/,Fred Hutch DaSL Live Events -,1,1
hutchdatasci,331303847,2022-12-05,/news/,Fred Hutch DaSL News -,1,1
hutchdatasci,331303847,2022-12-05,/news/DataHouseCalls/,FH DaSL Data House Calls -,1,1
hutchdatasci,331303847,2022-12-05,/news/NIH-Data-Sharing-Policy-Draft/,Supporting the NIH Data Sharing Policy at Fred Hutch -,1,1
hutchdatasci,331303847,2022-12-05,/news/SingleCellUserGroupKickoff/,Single Cell User Group Kickoff -,1,1
hutchdatasci,331303847,2022-12-06,/contact/,Get in Contact With DaSL -,1,2
hutchdatasci,331303847,2022-12-06,/news/NIH-Data-Sharing-Policy-Draft/,Supporting the NIH Data Sharing Policy at Fred Hutch -,1,1
hutchdatasci,331303847,2022-12-06,/news/tags/,Posts by Tag -,1,1
hutchdatasci,331303847,2022-12-06,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-12-06,/projects/userdropin/,User Groups and Drop in Hours -,1,1
hutchdatasci,331303847,2022-12-07,/news/FHDaSLRoadShow/,The FH DaSL RoadShow -,1,1
hutchdatasci,331303847,2022-12-07,/news/NIH-Data-Sharing-Policy-Draft/,Supporting the NIH Data Sharing Policy at Fred Hutch -,1,1
hutchdatasci,331303847,2022-12-07,/projects/,DaSL Projects -,1,1
hutchdatasci,331303847,2022-12-07,/projects/nihdatasharing/,NIH Data Sharing -,1,1
hutchdatasci,331303847,2022-12-07,/training/,Training Resources for Data Science -,1,3
hutchdatasci,331303847,2022-12-08,/contact/,Get in Contact With DaSL -,1,1
hutchdatasci,331303847,2022-12-08,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,2
hutchdatasci,331303847,2022-12-08,/news/,Fred Hutch DaSL News -,1,1
hutchdatasci,331303847,2022-12-08,/news/Data-Needs-Study-Launch/,Launching the Fred Hutch Data Needs Study -,1,1
hutchdatasci,331303847,2022-12-08,/news/NIH-Data-Sharing-Policy-Draft/,Supporting the NIH Data Sharing Policy at Fred Hutch -,1,1
hutchdatasci,331303847,2022-12-08,/news/TDSAnnualRetreat-full/,TDS IRC Annual Retreat Full Schedule -,1,1
hutchdatasci,331303847,2022-12-08,/news/firstYear/,Year 1 of the DaSL -,1,1
hutchdatasci,331303847,2022-12-08,/news/substack/,Monday Morning Data Science Newsletter -,1,1
hutchdatasci,331303847,2022-12-08,/news/tags/,Posts by Tag -,1,1
hutchdatasci,331303847,2022-12-09,/_pages/projects/nihadatasharing-files/FHDaSLDMSPCheckList.docx,Page Not Found -,1,1
hutchdatasci,331303847,2022-12-10,/,(not set),1,1
hutchdatasci,331303847,2022-12-10,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-12-12,/news/substack/,Monday Morning Data Science Newsletter -,1,1
hutchdatasci,331303847,2022-12-12,/news/tags/,Posts by Tag -,1,1
hutchdatasci,331303847,2022-12-13,/news/NIH-Data-Sharing-Policy-Draft/,Supporting the NIH Data Sharing Policy at Fred Hutch -,1,2
hutchdatasci,331303847,2022-12-13,/projects/,DaSL Projects -,1,1
hutchdatasci,331303847,2022-12-14,/contact/,Get in Contact With DaSL -,1,1
hutchdatasci,331303847,2022-12-14,/news/,Fred Hutch DaSL News -,1,1
hutchdatasci,331303847,2022-12-14,/news/substack/,Monday Morning Data Science Newsletter -,1,1
hutchdatasci,331303847,2022-12-14,/support/,Page Not Found -,1,1
hutchdatasci,331303847,2022-12-15,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2022-12-15,/news/Data-Needs-Study-Launch/,Launching the Fred Hutch Data Needs Study -,1,1
hutchdatasci,331303847,2022-12-15,/news/substack/,Monday Morning Data Science Newsletter -,1,1
hutchdatasci,331303847,2022-12-15,/projects/,DaSL Projects -,1,1
hutchdatasci,331303847,2022-12-16,/images/FHDataScienceLab_RecDropped.png,Page Not Found -,1,1
hutchdatasci,331303847,2022-12-16,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2022-12-16,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-12-16,/projects/,DaSL Projects -,1,1
hutchdatasci,331303847,2022-12-16,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2022-12-17,/contact/,Get in Contact With DaSL -,1,1
hutchdatasci,331303847,2022-12-17,/news/tags/,Posts by Tag -,1,1
hutchdatasci,331303847,2022-12-17,/projects/nihdatasharing/,NIH Data Sharing -,1,2
hutchdatasci,331303847,2022-12-18,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-12-19,/contact/,Get in Contact With DaSL -,1,1
hutchdatasci,331303847,2022-12-19,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2022-12-19,/news/tags/,Posts by Tag -,1,1
hutchdatasci,331303847,2022-12-19,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-12-19,/projects/nihdatasharing/,NIH Data Sharing -,1,2
hutchdatasci,331303847,2022-12-20,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-12-20,/training/,Training Resources for Data Science -,1,4
hutchdatasci,331303847,2022-12-21,/contact/,Get in Contact With DaSL -,1,1
hutchdatasci,331303847,2022-12-21,/training/,Training Resources for Data Science -,1,2
hutchdatasci,331303847,2022-12-22,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-12-22,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2022-12-23,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2022-12-24,/,(not set),1,1
hutchdatasci,331303847,2022-12-25,/,(not set),1,1
hutchdatasci,331303847,2022-12-25,/contact/,Get Connected With DaSL -,1,1
hutchdatasci,331303847,2022-12-25,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-12-26,/contact/,Get Connected With DaSL -,1,1
hutchdatasci,331303847,2022-12-26,/news/tags/,Posts by Tag -,1,1
hutchdatasci,331303847,2022-12-26,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-12-26,/projects/,DaSL Projects -,1,1
hutchdatasci,331303847,2022-12-27,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2022-12-27,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2022-12-28,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-12-28,/projects/nihdatasharing/,NIH Data Sharing -,1,1
hutchdatasci,331303847,2022-12-29,/contact/,Get Connected With DaSL -,1,1
hutchdatasci,331303847,2022-12-29,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-12-29,/projects/nihdatasharing/,NIH Data Sharing -,1,2
hutchdatasci,331303847,2022-12-29,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2022-12-30,/contact/,Get Connected With DaSL -,1,1
hutchdatasci,331303847,2022-12-30,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2022-12-31,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2023-01-01,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2023-01-01,/projects/,DaSL Projects -,1,1
hutchdatasci,331303847,2023-01-01,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2023-01-02,/projects/nihdatasharing/,NIH Data Sharing -,1,1
hutchdatasci,331303847,2023-01-02,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2023-01-03,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2023-01-03,/news/firstYear/,Year 1 of the DaSL -,1,1
hutchdatasci,331303847,2023-01-03,/news/tags/,Posts by Tag -,1,1
hutchdatasci,331303847,2023-01-04,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2023-01-05,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2023-01-06,/contact/,Get Connected With DaSL -,1,2
hutchdatasci,331303847,2023-01-07,/,(not set),1,1
hutchdatasci,331303847,2023-01-07,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2023-01-07,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2023-01-08,/news/DataHouseCalls/,FH DaSL Data House Calls -,1,1
hutchdatasci,331303847,2023-01-09,/contact/,Get Connected With DaSL -,1,1
hutchdatasci,331303847,2023-01-09,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2023-01-09,/news/,Fred Hutch DaSL News -,1,1
hutchdatasci,331303847,2023-01-09,/news/TDSAnnualRetreat-full/,TDS IRC Annual Retreat Full Schedule -,1,2
hutchdatasci,331303847,2023-01-09,/projects/,DaSL Projects -,1,1
hutchdatasci,331303847,2023-01-10,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2023-01-10,/news/tags/,Posts by Tag -,1,1
hutchdatasci,331303847,2023-01-10,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2023-01-10,/projects/,DaSL Projects -,1,1
hutchdatasci,331303847,2023-01-11,/training/,Training Resources for Data Science -,1,2
hutchdatasci,331303847,2023-01-12,/T3ZlcmxlYW,Page Not Found -,1,1
hutchdatasci,331303847,2023-01-12,/contact/,Get Connected With DaSL -,1,1
hutchdatasci,331303847,2023-01-12,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2023-01-12,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2023-01-13,/contact/,Get Connected With DaSL -,1,1
hutchdatasci,331303847,2023-01-13,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2023-01-13,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2023-01-13,/news/tags/,Posts by Tag -,1,1
hutchdatasci,331303847,2023-01-13,/projects/,DaSL Projects -,1,1
hutchdatasci,331303847,2023-01-15,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2023-01-15,/projects/nihdatasharing/,NIH Data Sharing -,1,1
hutchdatasci,331303847,2023-01-16,/contact/,Get Connected With DaSL -,1,1
hutchdatasci,331303847,2023-01-16,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2023-01-16,/news/dasl-culture/,DaSL Culture and Workstyle -,1,1
hutchdatasci,331303847,2023-01-17,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,2
hutchdatasci,331303847,2023-01-18,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2023-01-19,/contact/,Get Connected With DaSL -,1,1
hutchdatasci,331303847,2023-01-19,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2023-01-19,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2023-01-21,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2023-01-21,/news/SingleCellUserGroupKickoff/,Single Cell User Group Kickoff -,1,1
hutchdatasci,331303847,2023-01-21,/news/tags/,Posts by Tag -,1,1
hutchdatasci,331303847,2023-01-21,/projects/,DaSL Projects -,1,1
hutchdatasci,331303847,2023-01-21,/projects/nihdatasharing/,NIH Data Sharing -,1,1
hutchdatasci,331303847,2023-01-21,/training/,Training Resources for Data Science -,1,2
hutchdatasci,331303847,2023-01-22,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2023-01-22,/news/NIH-Data-Sharing-Policy-Draft/,Supporting the NIH Data Sharing Policy at Fred Hutch -,1,1
hutchdatasci,331303847,2023-01-22,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2023-01-22,/projects/,DaSL Projects -,1,1
hutchdatasci,331303847,2023-01-22,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2023-01-23,/projects/,DaSL Projects -,1,1
hutchdatasci,331303847,2023-01-25,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2023-01-26,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2023-01-26,/news/tags/,Posts by Tag -,1,1
hutchdatasci,331303847,2023-01-27,/contact/,Get Connected With DaSL -,1,2
hutchdatasci,331303847,2023-01-28,/,(not set),1,1
hutchdatasci,331303847,2023-01-28,/news/dasl-culture/,DaSL Culture and Workstyle -,1,1
hutchdatasci,331303847,2023-01-28,/ourteam/,Who We Are -,1,1
hutchdatasci,331303847,2023-01-28,/projects/,DaSL Projects -,1,1
hutchdatasci,331303847,2023-01-29,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2023-01-29,/news/tags/,Posts by Tag -,1,1
hutchdatasci,331303847,2023-01-29,/projects/nihdatasharing/,NIH Data Sharing -,1,1
hutchdatasci,331303847,2023-01-29,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2023-01-30,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2023-01-30,/projects/,DaSL Projects -,1,1
hutchdatasci,331303847,2023-01-31,/contact/,Get Connected With DaSL -,1,1
hutchdatasci,331303847,2023-01-31,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2023-02-01,/NIH_Data_Sharing/ethics.html,Ethical Considerations | NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-01,/NIH_Data_Sharing/further-reading.html,Further Reading | NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-01,/NIH_Data_Sharing/how-will-this-policy-affect-me.html,Chapter 2 How will this policy affect me? | NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-01,/NIH_Data_Sharing/overview-of-the-dms-plan.html,Chapter 3 Overview of the DMS Plan | NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-01,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2023-02-01,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2023-02-01,/projects/userdropin/,User Groups and Drop in Hours -,1,1
hutchdatasci,331303847,2023-02-02,/NIH_Data_Sharing/budgeting-for-data-sharing.html,Chapter 5 Budgeting for Data Sharing | NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-02,/NIH_Data_Sharing/data-management-and-storage.html,Chapter 4 Data Management and Storage | NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-02,/NIH_Data_Sharing/overview-of-the-dms-plan.html,Chapter 3 Overview of the DMS Plan | NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-02,/datagroups/,Data Science Groups in the Fred Hutch Community -,1,1
hutchdatasci,331303847,2023-02-02,/jobs/,Data Jobs Across Fred Hutch -,1,1
hutchdatasci,331303847,2023-02-02,/news/EffectiveComputing/,Effective Computing Drop In -,1,1
hutchdatasci,331303847,2023-02-03,/NIH_Data_Sharing/budgeting-for-data-sharing.html,Chapter 5 Budgeting for Data Sharing | NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-03,/NIH_Data_Sharing/data-management-and-storage.html,Chapter 4 Data Management and Storage | NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-03,/NIH_Data_Sharing/why-this-new-dms-policy.html,Chapter 1 Why this new DMS policy? | NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-03,/contact/,Get Connected With DaSL -,1,2
hutchdatasci,331303847,2023-02-03,/news/tags/,Posts by Tag -,1,1
hutchdatasci,331303847,2023-02-03,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2023-02-04,/NIH_Data_Sharing/,NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-04,/projects/nihdatasharing/,NIH Data Sharing -,1,1
hutchdatasci,331303847,2023-02-05,/projects/,DaSL Projects -,1,1
hutchdatasci,331303847,2023-02-05,/training/,Training Resources for Data Science -,1,1
hutchdatasci,331303847,2023-02-06,/NIH_Data_Sharing/about-the-authors.html,About the Authors | NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-06,/NIH_Data_Sharing/budgeting-for-data-sharing.html,Chapter 5 Budgeting for Data Sharing | NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-06,/NIH_Data_Sharing/data-management-and-storage.html,Chapter 4 Data Management and Storage | NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-06,/NIH_Data_Sharing/ethics.html,Ethical Considerations | NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-06,/NIH_Data_Sharing/faq.html,FAQ | NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-06,/NIH_Data_Sharing/how-will-this-policy-affect-me.html,Chapter 2 How will this policy affect me? | NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-06,/NIH_Data_Sharing/index.html,NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-06,/NIH_Data_Sharing/overview-of-the-dms-plan.html,Chapter 3 Overview of the DMS Plan | NIH Data Management and Sharing Policy,1,1
hutchdatasci,331303847,2023-02-06,/NIH_Data_Sharing/post-submission-tips.html,Chapter 8 Post Submission Tips | NIH Data Management and Sharing Policy,1,1
